,BEAUZ,张鉴庭,光良,Who r u?,G'Night Stand, Fred De Palma,许嵩,이웃집 꽃순이,U-Hee,刘若英,SPANK PAGE,euphoria,Stonefox,Charli XCX,whtlook,Lana Del Rey,张秀娥,Joe Bonamassa,Nat King Cole,Riley Green,孙萌,Matt Dusk,riya,OutaMatic,五月天,Rebecca Tu,keshi,米倉千尋,James Hersey,陈烽,世间满樱花,池田綾子,$唐老师,Ed Sheeran,THE YELLOW MONKEY,藤田淳平,Buddhist Holiday,BrotherSu,유용호,BACK-ON,黄海华,Fenne Lily,サザンオールスターズ,Boøwy,Blouse,Choi Nakta,Klaas,David Nail,Folk9,nov,Joanne Shaw Taylor,萧亚轩,My Chemical Romance,Jking & Maximan,TM Network,The Kinks,郑承焕,HOPE-T,Discent,KOHH,Clémentine,高晓松,彭靖惠,Luke Combs,Old Dominion,Freddie King,MANYO,周笔畅,Marit Larsen,松本晃彦,YEW,Sylvain Chauveau,J Alvarez,方雅贤,West Coast Massive,Mahalia,Frances,Talulah Gosh,Peter Jeremias,Kim Cesarion,Katuchat,V.A.,FoXLvis,Thomas Rhett,玉米照相馆,Parkinson White,林俊杰,陈其钢,aimless,母里治樹,Berlin,Honey Pot,Mighty Mo Rodgers,Elements Garden,Pink Floyd,Happy End,安瀬聖,Sofi de la Torre,胡莎莎,AGA,Headhunterz,Connor,Robin Spielberg,Slushii,Shirfine,Tessa Violet,沈圭善,RIKKI,Anberlin,AniFace,Janet Seidel,Charlie Puth,Slur,陈慧娴,Filmore,vassh,Josh Gracin,HAPPY BIRTHDAY,Nodiction,Patrick Baker,Dan Gibson,tobyMac,Alyssa Reid,Jay Sean,Late June,郝云,WANDS,Slo,River Valley Worship,Motorama,elijah who,Haley Bennett,DeadForest,Wave and So,paris match,新乐府,水月陵,雪莉,Daanii,Eddie Vedder,Sia,Bizzey,Max Oazo,Meiko,illion,Angeles,来夢緑,足首,drones,虻川治,Kaskade,Feki,青春学概论,โคตรยิ้ม,Alan Walker,Luy.B,Katelyn Tarver,蔡琴,숨의숲,詩月カオリ,Bruno Bavota,司徒嘉伟,Funton,能登麻美子,润土,Sehwa,Ember Island,Not Your Dope,BUCK-TICK,黑撒,林海,Carpenters,飞轮海,X JAPAN,蒋月泉,巫娜,周蕙,ヲタみん,한살차이,Frente!,侧田,Ludovico Einaudi,Alexis & Fido,Rudimental,AK,Mo Bugz,挪威森林,Halsey,EDX,Arden Cho,Clairo,Legarda,George Benson,Iron & Wine,みかん箱,吴梦奇,许茹芸,The Main Level,Clean Bandit,Miguel,Midland,killedmyself,Nologo,ユニコーン,Nirvana,Robert Cray,CATVLYST,Blush ,小野リサ,森藤晶司,Buddy Guy,future james,Silk City,志倉千代丸,Callum McBride,西坂恭平,周慧,Kelly Clarkson,Neon Hitch,灵空GTech,刘念鸿,Klonopin,The Rescues,赵雷,电鸟个灯泡,Michael Bublé,ZYYG,押尾コータロー,Silverstein,詹昊晁,Final State,Zak Abel,B'z,张学友,黄小琥,Sofi Tukker,樋口秀樹,Monomania,Lindsey Ray,グリーンボーイズ,Florida Georgia Line,Rookie of the Year,SAARA,Lick-G,Fleurie,Supercell,Jason Miles,Sunlight Project,西皮士,The Yers,Jess Glynne,Laura Fygi,姜文,Epic Score,Nora En Pure,DEPAPEPE,杨丞琳,Gwyneth Herbert,Benny Benni,ＴＲＡ＄Ｈ,FIELD OF VIEW,雪野五月,Future Islands,Foxygen,Yented,John Mayall,AFI,尚先生,张芸京,Grant Woell,The Weeknd,Elton John,泠鸢yousa,Inspirative,やなぎなぎ,Julie Bergan,Mike Paer,David Bowie,イトヲカシ,David Guetta,Leona Lewis,Ryan Griffin,Craig David,Funeral for a Friend,J Rabbit,朱雪琴,JUBI,Shy Sharity,A Veil Of Water,Ekali,A Skylit Drive,SpongeBob Squarepants,水谷広実,Cale Dodds,Sheppard,Bebe Rexha,ZARD,唐建平,T-SQUARE,BTS (防弹少年团),Ryan Gosling,Ceui,Mordkey,灰澈,方大同,Blur,韩磊,やすとろくりーむ,オーギュスト棒,MoreanP,Bandari,紫夜黑海,verzache ,Phil Everly,THE BLUE HEARTS,芝麻和棉花糖,Cody Johnson,Moderndog,Loudness,Ra.D,Julie Peel,莫文蔚,松永あさり,王崴,Clara Mae,LUNA SEA,Various Artists,咖啡少年,Safeplanet,Hawthorne Heights,阿宝,이푸름,Kane Brown,Shimona,小清水亜美,The Cure,Brett Young,王杰,Marshmello,Daniela Andrade,Akie秋绘,Heuse,Vansire,Logan Mize,王三溥,Twin Peaks,Sting,Jane XØ,盛小云,In Love With A Ghost,信乐团,脸红的思春期,川嶋あい,藤田咲,matt finnegan,陈奕迅,李泉,Mr.Children,DATEKEN,Adam Levine,Lukas Graham,ROOK1E,梅艳芳,Orange Juice,Leandro Da Silva,Celine Dion,Gryffin,Roberto Cacciapaglia,以莉.高露,San Holo,The Used,Coco Montoya,Towy,侯莉君,Conro,神様、僕は気づいてしまった,ぐるたみん,Keala Settle,卡西欧贝亚,Kim Taylor, Misha Mishenko,Rhian Sheehan,Mystic Diversions,Princess Princess,贺国丰,Nils Frahm,Anne-Marie,Tinsley Ellis,The Chainsmokers,eel.,Neuter Lover,4-ever,郭采洁,blind.scream,高博文,Lil Lotus,The Ori Naftaly Band,Damon Albarn,林宥嘉,Calvaria,杨宗纬,许冠杰,Elle Vee,Dave Greening,Andy Rivera,燕池,MANISH,Mitchell Tenpenny,Ookay,Ashram,王若琳,Victor Crone,胡琳,Jacoo,Sleep2.,つじあやの,Sou,Cliff Richard & the Shadows,Besweet,Boys Age,めと,Saskia Bruin,ハンバート ハンバート,Chris Stapleton,Glen Hansard,Tove Styrke,Magnate & Valentino,陈洁仪,FJORDNE,Ellie Goulding,Sayuw,The Velveteins,文武贝,Supersub,Wells,上原れな,Chris August,赵可,Nyte,Ava Max,四季音色,薛筱卿,Yandel,Pascal Letoublon,Mi-Yu,Death Of Heather,mol-74,10cm,李圣杰,Dreamcather,王心凌,Maisie Peters,范晓萱,Manila Killa,電気グルーヴ,Mija,Brian Culbertson,紫竹笛韵,Peter White,Teddy Thompson,イエロー・マジック・オーケストラ,Loote,朱慧珍,Monica Mancini,忍,花たん,爱蔻·丁妮,Ferry Corsten,Vice,Jory Boy,小柯,かんせる,this could be us,エレファントカシマシ,邱有句,Sam Smith,Sufjan Stevens,Karen Souza,ZZ Top,周翠玲,LANCO,Nyno Vargas,老狼,Yo La Tengo,才洲少年,New Found Glory,ZHI16,ぼくのりりっくのぼうよみ,岚aya,张敬轩,The Libertines,The Vamps,Layra Fygi,Lionel Richie,PAXCHILD,Gym and Swim,松田彬人,Cole Swindell,Fabrizio Paterlini,Sasha Sloan,Fayzz,The Vaccines,Chris Lane,October,Yellow Claw,Maty Noyes,赵学而,Mandy,金昭熙,Fall Out Boy,Klaus Badelt,Phum Viphurit,尚雯婕,M.Graveyard,Kimya Dawson,Sibewest,Audio Machine,Carla,上北健,Clément Leroux,Jean-Francois Maljean,The Nature Sounds Society Japan,Picturesque,Omar Akram,Albert Collins,Ta-Ku,Faith Hill,Brand New,Lenka,J Balvin,张盈,Eva,GReeeeN,董沁,久石譲,the tumbled sea,l o k a !,Halie Loren,Audrey Hepburn,The Velvet Underground,SHY Martin,Saosin,TAEK,Sean Hayes,ENE,Ana Guerra,Virtual Riot,梁静茹,Raveena,Paramore,Why Don't We,소각소각,陶喆,Dan + Shay,Sebastian Yatra,Sammy Arriaga,Alex Sensation,The Get Up Kids,Michael Ray,蔡依林,Stacey Kent & Jim Tomlinson,李志辉,邓丽君,霍尊,Ronan Keating,F.I.R.,詹伟杰,Active Planets,布瑞吉Bridge,183Club,달콤,松本文紀,Migrate to the Ocean,Dua Lipa,延近輝之,Max Morath,秦基博,Jimmie Vaughan,何芸妮,Ólafur Arnalds,J.Bass,折戸伸治,折倉俊則,ABIR,Pajaro Sunrise,朱琳,Mrs.GREEN APPLE,Yellowcard,李艺俊,王菲,Camel,Maluma,Sugar Analog,Somkiat,Teleman,최낙타,杭天琪,Stay Go Day Day,allenvee,レベッカ,n-buna,Demi Lovato,ヒトリエ,The Cranberries,temp.,张惠妹,Janieck,glassmoon,狐の工作室,ヘクとパスカル,Ozuna,许志安,Timirage,Jiaye,Malene Mortensen,Schroeder-Headz,毛新琳,Eminem,살두와 마흥이,Christina Aguilera,IU,Dave Meniketti,Tamas Wells,Hello Gayoung,The Beatles,sun.set,Cash Cash,Boehm,諫山実生,谭晶,Indifferent Guy,vietra,张心柔,J_ust,Gareth Emery,RÜFÜS DU SOL,Sabrina Claudio,ONE OK ROCK,Fabled,Da-little,Queen,H.B STUDIO,Chris Thomas King,麻枝准,群星,夜晚绽放的玫瑰,Musketeers,Electus,prima,苏秀彬,Gill Chang,韩红,Lovey,Nicky Jam,孙燕姿,张建珍,HIDDN,Freya Ridings,曹格,范蓁蓁,龙井说唱,Nick Fradiani,park bird,Luna Shadows,Morgan Evans,clairo,Patricia Kaas,The Kooks,神山純一,CHILLVIBE,大冢爱,多田葵,Morgan Wallen,Reykon,DJ Nelson,yu-yu,JayKode,Ive Mendes,luvbird,王二妮,Desktop Error,田馥甄,Jason Mraz,Alvin Lee,sumika,The Shanghai Restoration Project,Isaac Shepard,J.J. Cale,黑凡斯,L'Arc〜en〜Ciel,Rodriguez Jr.,Olivia O'Brien,三亩地,手嶌葵,张国荣,CamelPhat,Peak A Soul+,Marala,T R Λ P C O D E,Zella Day,王韵壹,スピッツ,Eddy Kim,Wiz Khalifa,hakaisu,吉森信,Zedd,志国夜总会,↑THE HIGH-LOWS↓,Ghostly Kisses,Jimmy Eat World,Stevie Wonder,OMFG,GLAY,高姗,Milt Gabler,谭维维,Dustin O'Halloran,Celebities Owls,She's,Sakura.Y,oilcolor,BAAD,B.B. King,BRONCHO,藤間仁,電波少女,ABREU,HM2,SNBRN,赵英俊,傅许,Jinco,키스위치,Jimmie Allen,Taking Back Sunday,Felix Palmqvist,Vicetone,Carla Bruni,Tim McGraw,dodie,性感,轻音乐,另类/独立,民谣,韩语,乡村,New Age,吉他,雷鬼,爵士,器乐,流行,Bossa Nova,影视原声,蓝调,古典,说唱,ACG,翻唱,小语种,华语,清晨,午休,运动,电子,朋克,夜晚,游戏,网络歌曲,工作,儿童,伤感,short,mid,long
倒带,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
阴天,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
